Offense_Description,Report_Date,Full_Address
Burglary: Breaking & Entering,03/20/2014 12:00:00 AM,11515 OAK KNOLL DR                                                                                  Austin TX 78759
Aggravated Assault,12/19/2014 12:00:00 AM,501 E STASSNEY LN                                                                                   Austin TX 78745
Theft: BOV,03/16/2014 12:00:00 AM,1301 CROSSING PL                                                                                    Austin TX 78741
Theft: BOV,09/10/2014 12:00:00 AM,1901 RUNNING BROOK DR                                                                               Austin TX 78723
Aggravated Assault,03/07/2014 12:00:00 AM,305 W 5TH ST                                                                                        Austin TX 78701
Theft: BOV,07/03/2014 12:00:00 AM,2405 JENIBETH LN                                                                                    Austin TX 78744
Burglary: Breaking & Entering,06/23/2014 12:00:00 AM,2900 W SLAUGHTER LN                                                                                 Austin TX 78748
Theft: All Other Larceny,01/13/2014 12:00:00 AM,4001 N LAMAR BLVD                                                                                   Austin TX 78751
Theft: Auto Theft,12/10/2014 12:00:00 AM,1342 LAMAR SQUARE DR                                                                                Austin TX 78704
Theft: All Other Larceny,08/15/2014 12:00:00 AM,2201 SPEEDWAY                                                                                       Austin TX 78712
Theft: Shoplifting,06/16/2014 12:00:00 AM,900 E BRAKER LN                                                                                     Austin TX 78753
Theft: BOV,05/19/2014 12:00:00 AM,10153 ALY MAY DR                                                                                    Austin TX 78748
Theft: Shoplifting,12/20/2014 12:00:00 AM,600 W WILLIAM CANNON DR                                                                             Austin TX 78745
Theft: BOV,04/13/2014 12:00:00 AM,509 E BEN WHITE BLVD SVRD EB                                                                        Austin TX 78745
Theft: Auto Theft,10/19/2014 12:00:00 AM,2826 SAN GABRIEL ST                                                                                 Austin TX 78705
Theft: BOV,01/17/2014 12:00:00 AM,14051 N IH 35 NB                                                                                    Austin TX 78660
Burglary: Breaking & Entering,01/19/2014 12:00:00 AM,5738 MANCHACA RD                                                                                    Austin TX 78745
Burglary: Breaking & Entering,03/31/2014 12:00:00 AM,8602 N LAMAR BLVD                                                                                   Austin TX 78758
Theft: BOV,12/05/2014 12:00:00 AM,1912 E WILLIAM CANNON DR                                                                            Austin TX 78744
Theft: BOV,11/05/2014 12:00:00 AM,10616 RESEARCH BLVD SVRD SB                                                                         Austin TX 78759
Theft: All Other Larceny,03/29/2014 12:00:00 AM,2901 S CAPITAL OF TEXAS HWY NB                                                                      Austin TX 78746
Theft: Auto Theft,05/26/2014 12:00:00 AM,5510 S IH 35 SVRD SB                                                                                Austin TX 78745
Theft: Auto Parts,01/20/2014 12:00:00 AM,EAST HILL DR / NORTH HILLS DR                                                                       Austin TX 78731
Theft: All Other Larceny,02/26/2014 12:00:00 AM,12900 N IH 35 SVRD SB                                                                               Austin TX 78753
Theft: All Other Larceny,01/30/2014 12:00:00 AM,3209 S IH 35 SVRD NB                                                                                Austin TX 78741
Burglary: Breaking & Entering,10/28/2014 12:00:00 AM,12424 RESEARCH BLVD SVRD SB                                                                         Austin TX 78759
Theft: All Other Larceny,10/01/2014 12:00:00 AM,5017 W US 290 HWY SVRD EB                                                                           Austin TX 78749
